"source","workflow_file","workflow_dir","workflow_modified","node_label","model_ref","model_filename","model_category","model_path","model_size_gb","on_disk"
"workflows","workflows\821 Change Background - Flux2 Klein 9b kv c.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-22 15:20","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\821 Change Background - Flux2 Klein 9b kv c.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-22 15:20","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\821 Change Background - Flux2 Klein 9b kv c.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-22 15:20","UNETLoader","FLUX2\flux-2-klein-9b-kv-fp8.safetensors","flux-2-klein-9b-kv-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-kv-fp8.safetensors","9.145","YES"
"workflows","workflows\821 Change Background - Flux2 Klein 9b kv c.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-22 15:20","LoraLoaderModelOnly","FLUX2Klien9b\Klein-consistency.safetensors","Klein-consistency.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2Klien9b\Klein-consistency.safetensors","0.309","YES"
"workflows","workflows\825 Change Background and More - Flux2 Klein 9b kv.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-24 18:12","UnetLoaderGGUF","flux-2-klein-9b-kv-Q3_K_M.gguf","(not found on disk)","","","","NO"
"workflows","workflows\825 Change Background and More - Flux2 Klein 9b kv.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-24 18:12","UNETLoader","FLUX2\flux-2-klein-9b-kv-fp8.safetensors","flux-2-klein-9b-kv-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-kv-fp8.safetensors","9.145","YES"
"workflows","workflows\825 Change Background and More - Flux2 Klein 9b kv.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-24 18:12","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\825 Change Background and More - Flux2 Klein 9b kv.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-24 18:12","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\850 Create Image - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-28 13:21","VAELoader","Qwen2509\qwen_image_vae.safetensors","qwen_image_vae.safetensors","vae","C:\ComfyUI_Models\models\vae\Qwen2509\qwen_image_vae.safetensors","0.236","YES"
"workflows","workflows\850 Create Image - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-28 13:21","CLIPLoader","Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","qwen_2.5_vl_7b_fp8_scaled.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","8.74","YES"
"workflows","workflows\850 Create Image - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-28 13:21","CheckpointLoaderSimple","Qwen-Rapid-AIO-NSFW-v22.safetensors","Qwen-Rapid-AIO-NSFW-v22.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\Qwen-Rapid-AIO-NSFW-v22.safetensors","26.479","YES"
"workflows","workflows\860 Create Pano - multiple.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:41","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\860 Create Pano - multiple.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:41","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\860 Create Pano - multiple.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:41","UNETLoader","FLUX2\flux-2-klein-base-9b-fp8.safetensors","flux-2-klein-base-9b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-base-9b-fp8.safetensors","8.91","YES"
"workflows","workflows\860 Create Pano - multiple.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:41","LoraLoaderModelOnly","FLUX2Klien9b\flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2Klien9b\flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","0.077","YES"
"workflows","workflows\860 Create Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 11:14","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\860 Create Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 11:14","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\860 Create Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 11:14","UNETLoader","FLUX2\flux-2-klein-base-9b-fp8.safetensors","flux-2-klein-base-9b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-base-9b-fp8.safetensors","8.91","YES"
"workflows","workflows\860 Create Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 11:14","LoraLoaderModelOnly","FLUX2Klien9b\flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2Klien9b\flux-2-klein-9B-360-erp-outpaint-lora_V1.safetensors","0.077","YES"
"workflows","workflows\865 PanoramaSeamFix.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 00:06","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\865 PanoramaSeamFix.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 00:06","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\865 PanoramaSeamFix.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-10 00:06","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\880 Create 3D Mesh - 3d_hunyuan3d-v2.1.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 11:40","ImageOnlyCheckpointLoader","hunyuan_3d_v2.1.safetensors","hunyuan_3d_v2.1.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\hunyuan_3d_v2.1.safetensors","6.86","YES"
"workflows","workflows\881 Create 3D Mesh from Multiple - hunyuan3d-dit-v2-mv-turbo.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 07:28","ImageOnlyCheckpointLoader","hunyuan3d-dit-v2-mv-turbo.safetensors","hunyuan3d-dit-v2-mv-turbo.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\hunyuan3d-dit-v2-mv-turbo.safetensors","4.59","YES"
"workflows","workflows\885 Create 3D Mesh - COMFYUI_Template_04_hunyuan_3d_2.1_subgraphed MY MODS.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 11:41","d7344a5a-fd0d-4b8a-b5e1-1237e5b21937","hunyuan_3d_v2.1.safetensors","hunyuan_3d_v2.1.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\hunyuan_3d_v2.1.safetensors","6.86","YES"
"workflows","workflows\886 Create 3D Mesh - COMFYUI_Template_04_hunyuan_3d_2.1_subgraphed - orig.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 11:30","d7344a5a-fd0d-4b8a-b5e1-1237e5b21937","hunyuan_3d_v2.1.safetensors","hunyuan_3d_v2.1.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\hunyuan_3d_v2.1.safetensors","6.86","YES"
"workflows","workflows\900 - Flux2 Klein 4b OutPaint Lora - Original.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 19:02","CLIPLoader","qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\900 - Flux2 Klein 4b OutPaint Lora - Original.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 19:02","UNETLoader","flux-2-klein-4b.safetensors","(not found on disk)","","","","NO"
"workflows","workflows\900 - Flux2 Klein 4b OutPaint Lora - Original.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 19:02","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\900 - Flux2 Klein 4b OutPaint Lora - Original.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 19:02","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\900 - Flux2 Klein 4b OutPaint Lora - Original.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 19:02","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\900 - Flux2 Klein 4b OutPaint Lora - Original.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 19:02","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\901 - Flux2 Klein 9b OutPaint BAD Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 15:00","CLIPLoader","qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\901 - Flux2 Klein 9b OutPaint BAD Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 15:00","UNETLoader","flux-2-klein-4b.safetensors","(not found on disk)","","","","NO"
"workflows","workflows\901 - Flux2 Klein 9b OutPaint BAD Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 15:00","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\901 - Flux2 Klein 9b OutPaint BAD Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 15:00","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\901 - Flux2 Klein 9b OutPaint BAD Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 15:00","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\901 - Flux2 Klein 9b OutPaint BAD Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 15:00","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\950c - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 21:24","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\950c - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 21:24","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\950c - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 21:24","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\950c - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 21:24","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\950tb - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 09:30","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\950tb - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 09:30","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\950tb - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 09:30","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\950tb - Flux2 Klein 4b OutPaint Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 09:30","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\955c - Flux2 Klein 4b OutPaint Non-Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 10:24","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\955c - Flux2 Klein 4b OutPaint Non-Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 10:24","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\955c - Flux2 Klein 4b OutPaint Non-Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 10:24","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\955c - Flux2 Klein 4b OutPaint Non-Standard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 10:24","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard - Fix Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:57","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard - Fix Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:57","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard - Fix Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:57","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard - Fix Pano.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-13 12:57","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 13:41","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 13:41","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 13:41","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\975c - Flux2 Klein 4b InPaint NonStandard.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-19 13:41","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\999 Model Select 9511 NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-14 10:48","CheckpointLoaderSimple","Qwen-Rapid-AIO-NSFW-v22.safetensors","Qwen-Rapid-AIO-NSFW-v22.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\Qwen-Rapid-AIO-NSFW-v22.safetensors","26.479","YES"
"workflows","workflows\Qwen-Rapid-AIO.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-09 20:01","CheckpointLoaderSimple","Qwen\Qwen-Rapid-AIO-v1.safetensors","(not found on disk)","","","","NO"
"workflows","workflows\710 - Flux2 Klein 4b - Refiner.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-12 21:09","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\710 - Flux2 Klein 4b - Refiner.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-12 21:09","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\710 - Flux2 Klein 4b - Refiner.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-12 21:09","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\725 not c - Flux2 Klein 4b - Refiner.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:41","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\725 not c - Flux2 Klein 4b - Refiner.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:41","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\725 not c - Flux2 Klein 4b - Refiner.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:41","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\900 not c - Flux2 Klein 4b OutPaint Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:42","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\900 not c - Flux2 Klein 4b OutPaint Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:42","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\900 not c - Flux2 Klein 4b OutPaint Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:42","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\900 not c - Flux2 Klein 4b OutPaint Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:42","LoraLoaderModelOnly","FLUX2\flux-outpaint-lora.safetensors","flux-outpaint-lora.safetensors","loras","C:\ComfyUI_Models\models\loras\FLUX2\flux-outpaint-lora.safetensors","0.071","YES"
"workflows","workflows\900 not c - Flux2 Klein 4b OutPaint Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:42","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\900 not c - Flux2 Klein 4b OutPaint Lora.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows\000 Other\Backup","2026-02-13 13:42","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
