"source","workflow_file","workflow_dir","workflow_modified","node_label","model_ref","model_filename","model_category","model_path","model_size_gb","on_disk"
"workflows","workflows\100 EditImage - flux1-kontext-dev-styles.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 19:25","UNETLoader","FLUX1_Kontext\flux1-kontext-dev-fp8-e4m3fn.safetensors","flux1-kontext-dev-fp8-e4m3fn.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX1_Kontext\flux1-kontext-dev-fp8-e4m3fn.safetensors","11.084","YES"
"workflows","workflows\100 EditImage - flux1-kontext-dev-styles.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 19:25","DualCLIPLoader","FLUX_Fill\clip_l.safetensors","clip_l.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX_Fill\clip_l.safetensors","0.229","YES"
"workflows","workflows\100 EditImage - flux1-kontext-dev-styles.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 19:25","DualCLIPLoader","SD3\t5xxl_fp8_e4m3fn.safetensors","t5xxl_fp8_e4m3fn.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\SD3\t5xxl_fp8_e4m3fn.safetensors","4.558","YES"
"workflows","workflows\100 EditImage - flux1-kontext-dev-styles.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 19:25","VAELoader","FLUX_Fill\ae.safetensors","ae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\ae.safetensors","0.313","YES"
"workflows","workflows\110 Edit Image - Flux 2 Klein 4B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 21:05","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\110 Edit Image - Flux 2 Klein 4B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 21:05","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\110 Edit Image - Flux 2 Klein 4B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 21:05","VAELoader","FLUX2\ae.safetensors","ae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\ae.safetensors","0.313","YES"
"workflows","workflows\110c Edit Image - Flux 2 Klein 4B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 14:41","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\110c Edit Image - Flux 2 Klein 4B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 14:41","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\110c Edit Image - Flux 2 Klein 4B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 14:41","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\111 Edit Image - Flux 2 Klein 9B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 21:12","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\111 Edit Image - Flux 2 Klein 9B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 21:12","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\111 Edit Image - Flux 2 Klein 9B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-10 21:12","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\111c Edit Image - Flux 2 Klein 9B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 14:42","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\111c Edit Image - Flux 2 Klein 9B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 14:42","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\111c Edit Image - Flux 2 Klein 9B - One Image Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 14:42","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\115c Edit One Image w Styles - Flux 2 Klein 4B.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 15:37","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\115c Edit One Image w Styles - Flux 2 Klein 4B.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 15:37","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\115c Edit One Image w Styles - Flux 2 Klein 4B.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 15:37","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\116c Edit One Image w Styles - Flux 2 Klein 9B.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 15:38","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\116c Edit One Image w Styles - Flux 2 Klein 9B.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 15:38","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\116c Edit One Image w Styles - Flux 2 Klein 9B.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 15:38","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\120 Edit Image - Flux 2 Klein 4B - One Image IM CM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-18 23:55","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\120 Edit Image - Flux 2 Klein 4B - One Image IM CM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-18 23:55","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\120 Edit Image - Flux 2 Klein 4B - One Image IM CM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-18 23:55","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\120 Edit Image - Flux 2 Klein 4B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:33","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\120 Edit Image - Flux 2 Klein 4B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:33","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\120 Edit Image - Flux 2 Klein 4B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:33","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\120c Edit Image - Flux 2 Klein 4B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:33","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\120c Edit Image - Flux 2 Klein 4B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:33","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\120c Edit Image - Flux 2 Klein 4B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:33","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\121 Edit Image - Flux 2 Klein 9B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:34","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\121 Edit Image - Flux 2 Klein 9B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:34","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\121 Edit Image - Flux 2 Klein 9B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:34","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\121c Edit Image - Flux 2 Klein 9B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:34","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\121c Edit Image - Flux 2 Klein 9B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:34","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\121c Edit Image - Flux 2 Klein 9B - One Image IM.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-17 12:34","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\130 Edit Image - Flux 2 Klein 4B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 17:01","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\130 Edit Image - Flux 2 Klein 4B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 17:01","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\130 Edit Image - Flux 2 Klein 4B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 17:01","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\130c Edit Image - Flux 2 Klein 4B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 17:01","UNETLoader","FLUX2\flux-2-klein-4b-fp8.safetensors","flux-2-klein-4b-fp8.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-4b-fp8.safetensors","3.791","YES"
"workflows","workflows\130c Edit Image - Flux 2 Klein 4B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 17:01","CLIPLoader","FLUX2\qwen_3_4b.safetensors","qwen_3_4b.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_4b.safetensors","7.492","YES"
"workflows","workflows\130c Edit Image - Flux 2 Klein 4B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 17:01","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\131 Edit Image - Flux 2 Klein 9B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 16:58","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\131 Edit Image - Flux 2 Klein 9B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 16:58","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\131 Edit Image - Flux 2 Klein 9B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 16:58","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\131c Edit Image - Flux 2 Klein 9B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 16:58","UNETLoader","FLUX2\flux-2-klein-9b-fp8mixed.safetensors","flux-2-klein-9b-fp8mixed.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX2\flux-2-klein-9b-fp8mixed.safetensors","8.785","YES"
"workflows","workflows\131c Edit Image - Flux 2 Klein 9B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 16:58","CLIPLoader","FLUX2\qwen_3_8b_fp8mixed.safetensors","qwen_3_8b_fp8mixed.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX2\qwen_3_8b_fp8mixed.safetensors","8.07","YES"
"workflows","workflows\131c Edit Image - Flux 2 Klein 9B - Two Images Edit.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-11 16:58","VAELoader","FLUX2\flux2-vae.safetensors","flux2-vae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\flux2-vae.safetensors","0.313","YES"
"workflows","workflows\150 Combine Images - Flux1Kontext.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-13 15:04","DualCLIPLoader","FLUX_Fill\clip_l.safetensors","clip_l.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX_Fill\clip_l.safetensors","0.229","YES"
"workflows","workflows\150 Combine Images - Flux1Kontext.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-13 15:04","DualCLIPLoader","FLUX_Fill\t5xxl_fp16.safetensors","t5xxl_fp16.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\FLUX_Fill\t5xxl_fp16.safetensors","9.116","YES"
"workflows","workflows\150 Combine Images - Flux1Kontext.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-13 15:04","UNETLoader","FLUX1_Kontext\flux1-kontext-dev.safetensors","flux1-kontext-dev.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX1_Kontext\flux1-kontext-dev.safetensors","22.168","YES"
"workflows","workflows\150 Combine Images - Flux1Kontext.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-13 15:04","VAELoader","FLUX_Fill\ae.safetensors","ae.safetensors","vae","C:\ComfyUI_Models\models\vae\FLUX2\ae.safetensors","0.313","YES"
"workflows","workflows\170 EDIT_MERGE_TWO_IMAGES Qwen 2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:08","VAELoader","Qwen2509\qwen_image_vae.safetensors","qwen_image_vae.safetensors","vae","C:\ComfyUI_Models\models\vae\Qwen2509\qwen_image_vae.safetensors","0.236","YES"
"workflows","workflows\170 EDIT_MERGE_TWO_IMAGES Qwen 2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:08","CLIPLoader","Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","qwen_2.5_vl_7b_fp8_scaled.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","8.74","YES"
"workflows","workflows\170 EDIT_MERGE_TWO_IMAGES Qwen 2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:08","UNETLoader","qwen_image_edit_2511_fp8mixed.safetensors","qwen_image_edit_2511_fp8mixed.safetensors","unet","C:\ComfyUI_Models\models\unet\qwen_image_edit_2511_fp8mixed.safetensors","19.124","YES"
"workflows","workflows\170 EDIT_MERGE_TWO_IMAGES Qwen 2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:08","LoaderGGUF","qwen-image-edit-2511-Q5_K_S.gguf","qwen-image-edit-2511-Q5_K_S.gguf","unet","C:\ComfyUI_Models\models\unet\qwen-image-edit-2511-Q5_K_S.gguf","13.342","YES"
"workflows","workflows\170 EDIT_MERGE_TWO_IMAGES Qwen 2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:08","LoraLoaderModelOnly","Qwen Image Edit 2511\Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","loras","C:\ComfyUI_Models\models\loras\Qwen Image Edit 2511\Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","0.791","YES"
"workflows","workflows\175 QwenRapidAIOsimple_merge.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-03-09 20:18","CheckpointLoaderSimple","Qwen-Rapid-AIO-NSFW-v22.safetensors","Qwen-Rapid-AIO-NSFW-v22.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\Qwen-Rapid-AIO-NSFW-v22.safetensors","26.479","YES"
"workflows","workflows\180 General Editing - Fredy - Styles - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 13:35","VAELoader","Qwen2509\qwen_image_vae.safetensors","qwen_image_vae.safetensors","vae","C:\ComfyUI_Models\models\vae\Qwen2509\qwen_image_vae.safetensors","0.236","YES"
"workflows","workflows\180 General Editing - Fredy - Styles - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 13:35","CLIPLoader","Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","qwen_2.5_vl_7b_fp8_scaled.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","8.74","YES"
"workflows","workflows\180 General Editing - Fredy - Styles - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 13:35","DownloadAndLoadDepthAnythingV3Model","da3_large.safetensors","(not found on disk)","","","","NO"
"workflows","workflows\180 General Editing - Fredy - Styles - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 13:35","DWPreprocessor","dw-ll_ucoco_384_bs5.torchscript.pt","(not found on disk)","","","","NO"
"workflows","workflows\180 General Editing - Fredy - Styles - Qwen 2511 - NSFW.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 13:35","CheckpointLoaderSimple","Qwen-Rapid-AIO-NSFW-v22.safetensors","Qwen-Rapid-AIO-NSFW-v22.safetensors","checkpoints","C:\ComfyUI_Models\models\checkpoints\Qwen-Rapid-AIO-NSFW-v22.safetensors","26.479","YES"
"workflows","workflows\190 EDIT_ADD_IMAGE QwenEdit2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:17","DownloadAndLoadDepthAnythingV3Model","da3_large.safetensors","(not found on disk)","","","","NO"
"workflows","workflows\190 EDIT_ADD_IMAGE QwenEdit2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:17","DWPreprocessor","dw-ll_ucoco_384_bs5.torchscript.pt","(not found on disk)","","","","NO"
"workflows","workflows\190 EDIT_ADD_IMAGE QwenEdit2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:17","UNETLoader","qwen_image_edit_2511_fp8mixed.safetensors","qwen_image_edit_2511_fp8mixed.safetensors","unet","C:\ComfyUI_Models\models\unet\qwen_image_edit_2511_fp8mixed.safetensors","19.124","YES"
"workflows","workflows\190 EDIT_ADD_IMAGE QwenEdit2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:17","LoraLoaderModelOnly","Qwen Image Edit 2511\Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","loras","C:\ComfyUI_Models\models\loras\Qwen Image Edit 2511\Qwen-Image-Edit-2511-Lightning-4steps-V1.0-bf16.safetensors","0.791","YES"
"workflows","workflows\190 EDIT_ADD_IMAGE QwenEdit2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:17","CLIPLoader","Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","qwen_2.5_vl_7b_fp8_scaled.safetensors","text_encoders","C:\ComfyUI_Models\models\text_encoders\Qwen2509\qwen_2.5_vl_7b_fp8_scaled.safetensors","8.74","YES"
"workflows","workflows\190 EDIT_ADD_IMAGE QwenEdit2511.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-09 10:17","VAELoader","Qwen2509\qwen_image_vae.safetensors","qwen_image_vae.safetensors","vae","C:\ComfyUI_Models\models\vae\Qwen2509\qwen_image_vae.safetensors","0.236","YES"
"workflows","workflows\195 Edit_Add_Object Flux 1 Fill.json","C:\ComfyUI_easy\ComfyUI-Easy-Install\ComfyUI\user\default\workflows","2026-02-15 19:52","UNETLoader","FLUX_Fill\flux1-fill-dev.safetensors","flux1-fill-dev.safetensors","diffusion_models","C:\ComfyUI_Models\models\diffusion_models\FLUX_Fill\flux1-fill-dev.safetensors","22.17","YES"
